Keyword,Severity,Confidence,OWASP,CVSS,Remediation,File,Line,Content
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,321,"""content"": ""Suspicious filename: urgent_payroll_password.txt"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,329,"""content"": ""Suspicious filename: urgent_payroll_password.txt"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,335,"""finding"": ""weak_password"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,336,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,342,"""remediation"": ""Enforce strong password policies."","
weak_password,HIGH,MEDIUM,A07: Identification and Authentication Failures,6.5,Enforce strong password policies.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,358,"""content"": ""Password found: password123"""
weak_password,HIGH,MEDIUM,A07: Identification and Authentication Failures,6.5,Enforce strong password policies.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,366,"""content"": ""Password found: password123"""
weak_password,HIGH,MEDIUM,A07: Identification and Authentication Failures,6.5,Enforce strong password policies.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,374,"""content"": ""Password found: password123"""
weak_password,HIGH,MEDIUM,A07: Identification and Authentication Failures,6.5,Enforce strong password policies.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,382,"""content"": ""Password found: password123"""
weak_password,HIGH,MEDIUM,A07: Identification and Authentication Failures,6.5,Enforce strong password policies.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,390,"""content"": ""Password found: password123"""
weak_password,HIGH,MEDIUM,A07: Identification and Authentication Failures,6.5,Enforce strong password policies.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,398,"""content"": ""Password found: password123"""
weak_password,HIGH,MEDIUM,A07: Identification and Authentication Failures,6.5,Enforce strong password policies.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,406,"""content"": ""Password found: password123"""
weak_password,HIGH,MEDIUM,A07: Identification and Authentication Failures,6.5,Enforce strong password policies.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,414,"""content"": ""Password found: password123"""
weak_password,HIGH,MEDIUM,A07: Identification and Authentication Failures,6.5,Enforce strong password policies.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,422,"""content"": ""Password found: password123"""
weak_password,HIGH,MEDIUM,A07: Identification and Authentication Failures,6.5,Enforce strong password policies.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,430,"""content"": ""Password found: password123"""
weak_password,HIGH,MEDIUM,A07: Identification and Authentication Failures,6.5,Enforce strong password policies.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,438,"""content"": ""Password found: password123"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,445,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
default_credentials,HIGH,MEDIUM,A05: Security Misconfiguration,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,467,"""content"": ""Default credentials detected: admin:admin"""
default_credentials,HIGH,MEDIUM,A05: Security Misconfiguration,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,475,"""content"": ""Default credentials detected: admin:admin"""
default_credentials,HIGH,MEDIUM,A05: Security Misconfiguration,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,483,"""content"": ""Default credentials detected: admin:admin"""
default_credentials,HIGH,MEDIUM,A05: Security Misconfiguration,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,491,"""content"": ""Default credentials detected: admin:admin"""
default_credentials,HIGH,MEDIUM,A05: Security Misconfiguration,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,499,"""content"": ""Default credentials detected: admin:admin"""
default_credentials,HIGH,MEDIUM,A05: Security Misconfiguration,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,507,"""content"": ""Default credentials detected: admin:admin"""
default_credentials,HIGH,MEDIUM,A05: Security Misconfiguration,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,515,"""content"": ""Default credentials detected: admin:admin"""
default_credentials,HIGH,MEDIUM,A05: Security Misconfiguration,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,523,"""content"": ""Default credentials detected: admin:admin"""
default_credentials,HIGH,MEDIUM,A05: Security Misconfiguration,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,531,"""content"": ""Default credentials detected: admin:admin"""
default_credentials,HIGH,MEDIUM,A05: Security Misconfiguration,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,539,"""content"": ""Default credentials detected: admin:admin"""
default_credentials,HIGH,MEDIUM,A05: Security Misconfiguration,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,547,"""content"": ""Default credentials detected: admin:admin"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,554,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,576,"""content"": ""SQL injection attempt: ' OR '1'='1"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,584,"""content"": ""SQL injection attempt: ' OR '1'='1"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,592,"""content"": ""SQL injection attempt: ' OR '1'='1"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,600,"""content"": ""SQL injection attempt: ' OR '1'='1"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,608,"""content"": ""SQL injection attempt: ' OR '1'='1"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,616,"""content"": ""SQL injection attempt: ' OR '1'='1"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,624,"""content"": ""SQL injection attempt: ' OR '1'='1"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,632,"""content"": ""SQL injection attempt: ' OR '1'='1"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,640,"""content"": ""SQL injection attempt: ' OR '1'='1"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,648,"""content"": ""SQL injection attempt: ' OR '1'='1"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,656,"""content"": ""SQL injection attempt: ' OR '1'='1"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,663,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
api_key_assignment,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,685,"""content"": ""Sensitive data exposed: api_key=12345"""
api_key_assignment,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,693,"""content"": ""Sensitive data exposed: api_key=12345"""
api_key_assignment,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,701,"""content"": ""Sensitive data exposed: api_key=12345"""
api_key_assignment,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,709,"""content"": ""Sensitive data exposed: api_key=12345"""
api_key_assignment,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,717,"""content"": ""Sensitive data exposed: api_key=12345"""
api_key_assignment,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,725,"""content"": ""Sensitive data exposed: api_key=12345"""
api_key_assignment,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,733,"""content"": ""Sensitive data exposed: api_key=12345"""
api_key_assignment,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,741,"""content"": ""Sensitive data exposed: api_key=12345"""
api_key_assignment,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,749,"""content"": ""Sensitive data exposed: api_key=12345"""
api_key_assignment,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,757,"""content"": ""Sensitive data exposed: api_key=12345"""
api_key_assignment,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,765,"""content"": ""Sensitive data exposed: api_key=12345"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,771,"""finding"": ""token"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,772,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,794,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,802,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,810,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,818,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,826,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,834,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,842,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,850,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,858,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,866,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,874,"""content"": ""JWT token leaked: eyJhbGciOi"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,881,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,990,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1099,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1230,"""content"": ""ERROR SQL injection attempt detected: ' OR 1=1 --"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1238,"""content"": ""ERROR SQL injection attempt detected: ' OR 1=1 --"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1246,"""content"": ""ERROR SQL injection attempt detected: ' OR 1=1 --"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1254,"""content"": ""ERROR SQL injection attempt detected: ' OR 1=1 --"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1262,"""content"": ""ERROR SQL injection attempt detected: ' OR 1=1 --"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1270,"""content"": ""ERROR SQL injection attempt detected: ' OR 1=1 --"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1278,"""content"": ""ERROR SQL injection attempt detected: ' OR 1=1 --"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1286,"""content"": ""ERROR SQL injection attempt detected: ' OR 1=1 --"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1294,"""content"": ""ERROR SQL injection attempt detected: ' OR 1=1 --"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1302,"""content"": ""ERROR SQL injection attempt detected: ' OR 1=1 --"""
sql_injection_payload,HIGH,MEDIUM,A03: Injection,9.8,Use parameterized queries.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1310,"""content"": ""ERROR SQL injection attempt detected: ' OR 1=1 --"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1316,"""finding"": ""github_token"","
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1323,"""remediation"": ""Remove token and rotate credentials."","
github_token,HIGH,MEDIUM,A02: Cryptographic Failures,9.0,Remove token and rotate credentials.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1339,"""content"": ""WARN admin token exposed: ghp_exampletoken"""
github_token,HIGH,MEDIUM,A02: Cryptographic Failures,9.0,Remove token and rotate credentials.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1347,"""content"": ""WARN admin token exposed: ghp_exampletoken"""
github_token,HIGH,MEDIUM,A02: Cryptographic Failures,9.0,Remove token and rotate credentials.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1355,"""content"": ""WARN admin token exposed: ghp_exampletoken"""
github_token,HIGH,MEDIUM,A02: Cryptographic Failures,9.0,Remove token and rotate credentials.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1363,"""content"": ""WARN admin token exposed: ghp_exampletoken"""
github_token,HIGH,MEDIUM,A02: Cryptographic Failures,9.0,Remove token and rotate credentials.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1371,"""content"": ""WARN admin token exposed: ghp_exampletoken"""
github_token,HIGH,MEDIUM,A02: Cryptographic Failures,9.0,Remove token and rotate credentials.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1379,"""content"": ""WARN admin token exposed: ghp_exampletoken"""
github_token,HIGH,MEDIUM,A02: Cryptographic Failures,9.0,Remove token and rotate credentials.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1387,"""content"": ""WARN admin token exposed: ghp_exampletoken"""
github_token,HIGH,MEDIUM,A02: Cryptographic Failures,9.0,Remove token and rotate credentials.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1395,"""content"": ""WARN admin token exposed: ghp_exampletoken"""
github_token,HIGH,MEDIUM,A02: Cryptographic Failures,9.0,Remove token and rotate credentials.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1403,"""content"": ""WARN admin token exposed: ghp_exampletoken"""
github_token,HIGH,MEDIUM,A02: Cryptographic Failures,9.0,Remove token and rotate credentials.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1411,"""content"": ""WARN admin token exposed: ghp_exampletoken"""
github_token,HIGH,MEDIUM,A02: Cryptographic Failures,9.0,Remove token and rotate credentials.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1419,"""content"": ""WARN admin token exposed: ghp_exampletoken"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1425,"""finding"": ""password"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1448,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1456,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1464,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1472,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1480,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1488,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1496,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1504,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1512,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1520,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1528,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1534,"""finding"": ""password_assignment"","
password_assignment,HIGH,MEDIUM,A07: Identification and Authentication Failures,8.5,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1557,"""content"": ""password=12345"""
password_assignment,HIGH,MEDIUM,A07: Identification and Authentication Failures,8.5,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1565,"""content"": ""password=12345"""
password_assignment,HIGH,MEDIUM,A07: Identification and Authentication Failures,8.5,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1573,"""content"": ""password=12345"""
password_assignment,HIGH,MEDIUM,A07: Identification and Authentication Failures,8.5,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1581,"""content"": ""password=12345"""
password_assignment,HIGH,MEDIUM,A07: Identification and Authentication Failures,8.5,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1589,"""content"": ""password=12345"""
password_assignment,HIGH,MEDIUM,A07: Identification and Authentication Failures,8.5,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1597,"""content"": ""password=12345"""
password_assignment,HIGH,MEDIUM,A07: Identification and Authentication Failures,8.5,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1605,"""content"": ""password=12345"""
password_assignment,HIGH,MEDIUM,A07: Identification and Authentication Failures,8.5,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1613,"""content"": ""password=12345"""
password_assignment,HIGH,MEDIUM,A07: Identification and Authentication Failures,8.5,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1621,"""content"": ""password=12345"""
password_assignment,HIGH,MEDIUM,A07: Identification and Authentication Failures,8.5,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1629,"""content"": ""password=12345"""
password_assignment,HIGH,MEDIUM,A07: Identification and Authentication Failures,8.5,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1637,"""content"": ""password=12345"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1643,"""finding"": ""weak_password"","
