Keyword,Severity,Confidence,OWASP,CVSS,Remediation,File,Line,Content
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,353,"""content"": ""Suspicious filename: urgent_payroll_password.txt"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,361,"""content"": ""Suspicious filename: urgent_payroll_password.txt"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,369,"""content"": ""Suspicious filename: urgent_payroll_password.txt"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,377,"""content"": ""Suspicious filename: urgent_payroll_password.txt"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,383,"""finding"": ""weak_password"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,384,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,390,"""remediation"": ""Enforce strong password policies."","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,509,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,634,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,759,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,883,"""finding"": ""token"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,884,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,906,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,914,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,922,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,930,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,938,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,946,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,954,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,962,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,970,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,978,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,986,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,994,"""content"": ""JWT token leaked: eyJhbGciOi"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1002,"""content"": ""JWT token leaked: eyJhbGciOi"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1009,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1134,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1156,"""content"": ""XSS payload detected: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1164,"""content"": ""XSS payload detected: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1172,"""content"": ""XSS payload detected: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1180,"""content"": ""XSS payload detected: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1188,"""content"": ""XSS payload detected: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1196,"""content"": ""XSS payload detected: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1204,"""content"": ""XSS payload detected: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1212,"""content"": ""XSS payload detected: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1220,"""content"": ""XSS payload detected: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1228,"""content"": ""XSS payload detected: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1236,"""content"": ""XSS payload detected: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1244,"""content"": ""XSS payload detected: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1252,"""content"": ""XSS payload detected: <script>alert(1)</script>"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1259,"""file"": ""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt"","
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1508,"""finding"": ""github_token"","
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1515,"""remediation"": ""Remove token and rotate credentials."","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1633,"""finding"": ""password"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1656,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1664,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1672,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1680,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1688,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1696,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1704,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1712,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1720,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1728,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1736,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1744,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1752,"""content"": ""admin password is secret"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1758,"""finding"": ""password_assignment"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1883,"""finding"": ""weak_password"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,1890,"""remediation"": ""Enforce strong password policies."","
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3008,"""finding"": ""token"","
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3031,"""content"": ""ALERT github_token found in config"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3039,"""content"": ""ALERT github_token found in config"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3047,"""content"": ""ALERT github_token found in config"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3055,"""content"": ""ALERT github_token found in config"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3063,"""content"": ""ALERT github_token found in config"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3071,"""content"": ""ALERT github_token found in config"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3079,"""content"": ""ALERT github_token found in config"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3087,"""content"": ""ALERT github_token found in config"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3095,"""content"": ""ALERT github_token found in config"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3103,"""content"": ""ALERT github_token found in config"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3111,"""content"": ""ALERT github_token found in config"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3119,"""content"": ""ALERT github_token found in config"""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3127,"""content"": ""ALERT github_token found in config"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3156,"""content"": ""ERROR XSS payload: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3164,"""content"": ""ERROR XSS payload: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3172,"""content"": ""ERROR XSS payload: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3180,"""content"": ""ERROR XSS payload: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3188,"""content"": ""ERROR XSS payload: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3196,"""content"": ""ERROR XSS payload: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3204,"""content"": ""ERROR XSS payload: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3212,"""content"": ""ERROR XSS payload: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3220,"""content"": ""ERROR XSS payload: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3228,"""content"": ""ERROR XSS payload: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3236,"""content"": ""ERROR XSS payload: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3244,"""content"": ""ERROR XSS payload: <script>alert(1)</script>"""
xss,HIGH,MEDIUM,A03: Injection,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,3252,"""content"": ""ERROR XSS payload: <script>alert(1)</script>"""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4008,"""finding"": ""password"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4031,"""content"": ""\""file\"": \""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt\"","""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4039,"""content"": ""\""file\"": \""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt\"","""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4047,"""content"": ""\""file\"": \""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt\"","""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4055,"""content"": ""\""file\"": \""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt\"","""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4063,"""content"": ""\""file\"": \""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt\"","""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4071,"""content"": ""\""file\"": \""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt\"","""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4079,"""content"": ""\""file\"": \""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt\"","""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4087,"""content"": ""\""file\"": \""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt\"","""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4095,"""content"": ""\""file\"": \""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt\"","""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4103,"""content"": ""\""file\"": \""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt\"","""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4111,"""content"": ""\""file\"": \""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt\"","""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4119,"""content"": ""\""file\"": \""/Users/davidionclarksr./python-projects/secure-scan/data/urgent_payroll_password.txt\"","""
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4125,"""finding"": ""weak_password"","
password,HIGH,MEDIUM,A02: Cryptographic Failures,8.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4132,"""remediation"": ""Enforce strong password policies."","
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4593,"""finding"": ""token"","
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4616,"""content"": ""\""finding\"": \""token\"","""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4624,"""content"": ""\""finding\"": \""token\"","""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4632,"""content"": ""\""finding\"": \""token\"","""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4640,"""content"": ""\""finding\"": \""token\"","""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4648,"""content"": ""\""finding\"": \""token\"","""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4656,"""content"": ""\""finding\"": \""token\"","""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4664,"""content"": ""\""finding\"": \""token\"","""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4672,"""content"": ""\""finding\"": \""token\"","""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4680,"""content"": ""\""finding\"": \""token\"","""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4688,"""content"": ""\""finding\"": \""token\"","""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4696,"""content"": ""\""finding\"": \""token\"","""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4704,"""content"": ""\""finding\"": \""token\"","""
token,HIGH,MEDIUM,A02: Cryptographic Failures,5.0,Review finding and remediate appropriately.,/Users/davidionclarksr./python-projects/secure-scan/data/vulnerability_history.json,4710,"""finding"": ""github_token"","
